SignalFile,SignalTime,lastRun,ReturnCode
EarningsConsistency.py,1.9335558414459229,2025-10-17 18:14:06,0
EarningsForecastDisparity.py,4.0970282554626465,2025-10-17 18:14:10,0
EarningsStreak.py,4.78947114944458,2025-10-17 18:14:15,0
EarningsSurprise.py,11.119720935821533,2025-10-17 18:14:26,0
EarnSupBig.py,42.53452110290527,2025-10-17 18:15:09,0
EntMult.py,3.8747830390930176,2025-10-17 18:15:13,0
EP.py,3.4729957580566406,2025-10-17 18:15:16,0
EquityDuration.py,6.88258695602417,2025-10-17 18:15:23,0
ExchSwitch.py,4.287542104721069,2025-10-17 18:15:27,0
ExclExp.py,3.704272985458374,2025-10-17 18:15:31,0
FEPS.py,1.6997389793395996,2025-10-17 18:15:33,0
fgr5yrLag.py,35.471765995025635,2025-10-17 18:16:08,0
FirmAge.py,3.1402480602264404,2025-10-17 18:16:11,0
FirmAgeMom.py,1.8862850666046143,2025-10-17 18:16:13,0
ForecastDispersion.py,1.6448419094085693,2025-10-17 18:16:15,0
Frontier.py,162.06704306602478,2025-10-17 18:18:57,0
Governance.py,1.3294892311096191,2025-10-17 18:18:58,0
GP.py,3.4534709453582764,2025-10-17 18:19:02,0
GrAdExp.py,1.8633062839508057,2025-10-17 18:19:03,0
GrLTNOA.py,2.143097162246704,2025-10-17 18:19:06,0
GrSaleToGrInv.py,1.693063735961914,2025-10-17 18:19:07,0
GrSaleToGrOverhead.py,1.7093849182128906,2025-10-17 18:19:09,0
Herf.py,6.7827019691467285,2025-10-17 18:19:16,0
HerfAsset.py,5.7149338722229,2025-10-17 18:19:21,0
HerfBE.py,6.069872140884399,2025-10-17 18:19:28,0
High52.py,12.394004821777344,2025-10-17 18:19:40,0
hire.py,3.7791359424591064,2025-10-17 18:19:44,0
Illiquidity.py,12.709767818450928,2025-10-17 18:19:56,0
IndIPO.py,2.5492050647735596,2025-10-17 18:19:59,0
IndMom.py,25.383615016937256,2025-10-17 18:20:24,0
IndRetBig.py,27.95861291885376,2025-10-17 18:20:52,0
IntMom.py,4.5477540493011475,2025-10-17 18:20:57,0
Investment.py,3.957458019256592,2025-10-17 18:21:01,0
InvestPPEInv.py,1.7372889518737793,2025-10-17 18:21:03,0
InvGrowth.py,3.7535531520843506,2025-10-17 18:21:06,0
IO_ShortInterest.py,3.470928907394409,2025-10-17 18:21:10,0
Leverage.py,3.435650110244751,2025-10-17 18:21:13,0
LRreversal.py,4.252734184265137,2025-10-17 18:21:18,0
MaxRet.py,13.8034827709198,2025-10-17 18:21:31,0
MeanRankRevGrowth.py,6.998823165893555,2025-10-17 18:21:38,0
Mom12m.py,1.5169117450714111,2025-10-17 18:21:40,0
Mom12mOffSeason.py,2.1744329929351807,2025-10-17 18:21:42,0
Mom6m.py,1.389652967453003,2025-10-17 18:21:43,0
Mom6mJunk.py,4.209330081939697,2025-10-17 18:21:48,0
MomOffSeason.py,3.6284921169281006,2025-10-17 18:21:51,0
MomOffSeason06YrPlus.py,3.9871819019317627,2025-10-17 18:21:55,0
MomOffSeason11YrPlus.py,3.989549160003662,2025-10-17 18:21:59,0
MomOffSeason16YrPlus.py,4.010883092880249,2025-10-17 18:22:03,0
MomRev.py,3.9240617752075195,2025-10-17 18:22:07,0
MomSeason.py,1.7237203121185303,2025-10-17 18:22:09,0
MomSeason06YrPlus.py,1.7741470336914062,2025-10-17 18:22:11,0
MomSeason11YrPlus.py,1.7392737865447998,2025-10-17 18:22:12,0
MomSeason16YrPlus.py,1.7093119621276855,2025-10-17 18:22:14,0
MomSeasonShort.py,1.2386219501495361,2025-10-17 18:22:15,0
MomVol.py,3.334404945373535,2025-10-17 18:22:19,0
MRreversal.py,8.605639219284058,2025-10-17 18:22:27,0
MS.py,3.437662124633789,2025-10-17 18:22:31,0
NetDebtFinance.py,2.8989338874816895,2025-10-17 18:22:34,0
NetDebtPrice.py,2.838344097137451,2025-10-17 18:22:37,0
NetEquityFinance.py,3.029881000518799,2025-10-17 18:22:40,0
NetPayoutYield.py,3.9355902671813965,2025-10-17 18:22:43,0
NOA.py,3.282047986984253,2025-10-17 18:22:47,0
NumEarnIncrease.py,6.087213039398193,2025-10-17 18:22:53,0
OperProf.py,0.3733069896697998,2025-10-17 18:22:53,1
OperProfRD.py,3.9000861644744873,2025-10-17 18:22:57,0
OPLeverage.py,0.9935061931610107,2025-10-17 18:22:58,0
OrderBacklog.py,1.9656100273132324,2025-10-17 18:23:00,0
OrderBacklogChg.py,1.9610459804534912,2025-10-17 18:23:02,0
OScore.py,4.683069944381714,2025-10-17 18:23:07,0
PatentsRD.py,55.46925377845764,2025-10-17 18:24:02,0
PayoutYield.py,3.5682380199432373,2025-10-17 18:24:06,0
PctAcc.py,4.31394624710083,2025-10-17 18:24:10,0
PctTotAcc.py,3.450273036956787,2025-10-17 18:24:14,0
Price.py,3.6333508491516113,2025-10-17 18:24:17,0
ProbInformedTrading.py,1.6033778190612793,2025-10-17 18:24:19,0
PS.py,6.5375730991363525,2025-10-17 18:24:25,0
RD.py,1.8871028423309326,2025-10-17 18:24:27,0
RDAbility.py,12.425359010696411,2025-10-17 18:24:40,0
RDcap.py,2.656419038772583,2025-10-17 18:24:42,0
RDIPO.py,3.106750011444092,2025-10-17 18:24:45,0
RDS.py,27.418112993240356,2025-10-17 18:25:13,0
realestate.py,4.128396034240723,2025-10-17 18:25:17,0
Recomm_ShortInterest.py,3.892975091934204,2025-10-17 18:25:21,0
retConglomerate.py,5.667076826095581,2025-10-17 18:25:27,0
ReturnSkew.py,5.352184057235718,2025-10-17 18:25:32,0
REV6.py,3.8491122722625732,2025-10-17 18:25:36,0
RevenueSurprise.py,11.310287952423096,2025-10-17 18:25:47,0
roaq.py,3.593501091003418,2025-10-17 18:25:51,0
RoE.py,3.4534363746643066,2025-10-17 18:25:54,0
sfe.py,21.294915199279785,2025-10-17 18:26:15,0
ShareIss1Y.py,5.308073997497559,2025-10-17 18:26:21,0
ShareIss5Y.py,4.590753078460693,2025-10-17 18:26:25,0
ShareRepurchase.py,1.7599279880523682,2025-10-17 18:26:27,0
ShareVol.py,0.8643488883972168,2025-10-17 18:26:28,0
ShortInterest.py,3.2383408546447754,2025-10-17 18:26:31,0
sinAlgo.py,30.856733798980713,2025-10-17 18:27:02,0
Size.py,3.6225922107696533,2025-10-17 18:27:06,0
skew1.py,1.3019258975982666,2025-10-17 18:27:07,0
SmileSlope.py,2.3079819679260254,2025-10-17 18:27:09,0
SP.py,3.415526866912842,2025-10-17 18:27:13,0
Spinoff.py,2.5589351654052734,2025-10-17 18:27:15,0
std_turn.py,1.4784839153289795,2025-10-17 18:27:17,0
STreversal.py,0.4768948554992676,2025-10-17 18:27:17,0
SurpriseRD.py,2.2357287406921387,2025-10-17 18:27:19,0
tang.py,2.941046953201294,2025-10-17 18:27:22,0
Tax.py,2.987384080886841,2025-10-17 18:27:25,0
TotalAccruals.py,4.481396913528442,2025-10-17 18:27:30,0
TrendFactor.py,145.96128106117249,2025-10-17 18:29:56,0
UpRecomm.py,1.124215841293335,2025-10-17 18:29:57,0
VarCF.py,4.929117202758789,2025-10-17 18:30:02,0
VolMkt.py,0.7117087841033936,2025-10-17 18:30:03,0
VolSD.py,0.6219730377197266,2025-10-17 18:30:03,0
VolumeTrend.py,6.375126123428345,2025-10-17 18:30:10,0
XFIN.py,4.038764953613281,2025-10-17 18:30:14,0
ZZ0_RealizedVol_IdioVol3F_ReturnSkew3F.py,88.72655987739563,2025-10-17 18:31:42,0
ZZ1_Activism1_Activism2.py,3.1590511798858643,2025-10-17 18:31:46,0
ZZ1_AnalystValue_AOP_PredictedFE_IntrinsicValue.py,1.800018310546875,2025-10-17 18:31:47,0
ZZ1_EBM_BPEBM.py,1.3215279579162598,2025-10-17 18:31:49,0
ZZ1_FR_FRbook.py,2.942154884338379,2025-10-17 18:31:52,0
ZZ1_grcapx_grcapx1y_grcapx3y.py,2.7812087535858154,2025-10-17 18:31:54,0
ZZ1_IntanBM_IntanSP_IntanCFP_IntanEP.py,29.517827033996582,2025-10-17 18:32:24,0
ZZ1_iomom_cust__iomom_supp.py,21.26071000099182,2025-10-17 18:32:45,0
ZZ1_OptionVolume1_OptionVolume2.py,4.921671152114868,2025-10-17 18:32:50,0
ZZ1_OrgCap_OrgCapNoAdj.py,16.783901929855347,2025-10-17 18:33:07,0
ZZ1_ResidualMomentum6m_ResidualMomentum.py,8.099921941757202,2025-10-17 18:33:15,0
ZZ1_RIO_MB_RIO_Disp_RIO_Turnover_RIO_Volatility.py,31.959173917770386,2025-10-17 18:33:47,0
ZZ1_RIVolSpread.py,5.063810110092163,2025-10-17 18:33:52,0
ZZ1_zerotrade_zerotradeAlt1_zerotradeAlt12.py,21.446945905685425,2025-10-17 18:34:13,0
ZZ2_AbnormalAccruals_AbnormalAccrualsPercent.py,1.746825933456421,2025-10-17 18:34:15,0
ZZ2_AnnouncementReturn.py,74.69943690299988,2025-10-17 18:35:30,0
ZZ2_BetaFP.py,10.423243999481201,2025-10-17 18:35:40,0
ZZ2_betaVIX.py,59.549461126327515,2025-10-17 18:36:40,0
ZZ2_IdioVolAHT.py,85.03596210479736,2025-10-17 18:38:05,0
ZZ2_PriceDelaySlope_PriceDelayRsq_PriceDelayTstat.py,204.12626600265503,2025-10-17 18:41:29,0
